timestamp,BPM,Quality
1557278010986,66,ACQUIRING
1557278012007,66,ACQUIRING
1557278013030,66,ACQUIRING
1557278013994,66,ACQUIRING
1557278015002,66,ACQUIRING
1557278015976,66,ACQUIRING
1557278016981,66,ACQUIRING
1557278017978,66,ACQUIRING
1557278018970,66,ACQUIRING
1557278019991,66,ACQUIRING
1557278020959,66,ACQUIRING
1557278021993,66,ACQUIRING
1557278022953,66,ACQUIRING
1557278023958,66,ACQUIRING
1557278024954,66,ACQUIRING
1557278025959,66,ACQUIRING
1557278026929,66,ACQUIRING
1557278027926,66,ACQUIRING
1557278028928,66,ACQUIRING
1557278029918,66,ACQUIRING
1557278030913,66,ACQUIRING
1557278034895,66,ACQUIRING
1557278035894,66,ACQUIRING
1557278036917,66,ACQUIRING
1557278037902,66,ACQUIRING
1557278038886,66,ACQUIRING
1557278039876,66,ACQUIRING
1557278040888,66,ACQUIRING
1557278041924,66,ACQUIRING
1557278042867,66,ACQUIRING
1557278043862,66,ACQUIRING
1557278044858,71,LOCKED
1557278045901,76,LOCKED
1557278046854,76,LOCKED
1557278047862,78,LOCKED
1557278048851,79,LOCKED
1557278049913,79,LOCKED
1557278050848,77,LOCKED
1557278051840,77,LOCKED
1557278052824,77,LOCKED
1557278053860,78,LOCKED
1557278054843,77,LOCKED
1557278055822,76,LOCKED
1557278056814,78,LOCKED
1557278057933,77,LOCKED
1557278058818,77,LOCKED
1557278059797,77,LOCKED
1557278060817,77,LOCKED
1557278061797,78,LOCKED
1557278062804,78,LOCKED
1557278063826,77,LOCKED
1557278064779,77,LOCKED
1557278065831,78,LOCKED
1557278066793,78,LOCKED
1557278067779,78,LOCKED
1557278068765,78,LOCKED
1557278069763,77,LOCKED
1557278070759,76,LOCKED
1557278071754,77,LOCKED
1557278072763,76,LOCKED
1557278073780,76,LOCKED
1557278074740,76,LOCKED
1557278075737,76,LOCKED
1557278076758,77,LOCKED
1557278077768,77,LOCKED
1557278078730,77,LOCKED
1557278079723,81,LOCKED
1557278080728,80,LOCKED
1557278081731,80,LOCKED
1557278082723,79,LOCKED
1557278083731,70,LOCKED
1557278084733,70,LOCKED
1557278085699,69,LOCKED
1557278086749,68,LOCKED
1557278087710,68,LOCKED
1557278088682,68,LOCKED
1557278089701,68,LOCKED
1557278090679,67,LOCKED
1557278091670,67,LOCKED
1557278092691,67,LOCKED
