timestamp,BPM,Quality
1557633852146,70,ACQUIRING
1557633853172,70,ACQUIRING
1557633854153,70,ACQUIRING
1557633855149,70,ACQUIRING
1557633856146,70,ACQUIRING
1557633857141,70,ACQUIRING
1557633858151,70,ACQUIRING
1557633859118,70,ACQUIRING
1557633860129,70,ACQUIRING
1557633861125,70,ACQUIRING
1557633862122,70,ACQUIRING
1557633863101,70,ACQUIRING
1557633864114,70,ACQUIRING
1557633865110,70,ACQUIRING
1557633866109,70,ACQUIRING
1557633867102,70,ACQUIRING
1557633868083,70,ACQUIRING
1557633869093,70,ACQUIRING
1557633870091,70,ACQUIRING
1557633871070,70,ACQUIRING
1557633872067,70,ACQUIRING
1557633873079,70,ACQUIRING
1557633874079,70,ACQUIRING
1557633875055,70,ACQUIRING
1557633876060,70,ACQUIRING
1557633877064,70,ACQUIRING
1557633878059,70,ACQUIRING
1557633879054,70,ACQUIRING
1557633880052,70,ACQUIRING
1557633881047,70,ACQUIRING
1557633882046,70,ACQUIRING
1557633883039,70,ACQUIRING
1557633884036,70,ACQUIRING
1557633885032,70,ACQUIRING
1557633886030,70,ACQUIRING
1557633852146,70,ACQUIRING
1557633853172,70,ACQUIRING
1557633854153,70,ACQUIRING
1557633855149,70,ACQUIRING
1557633856146,70,ACQUIRING
1557633857141,70,ACQUIRING
1557633858151,70,ACQUIRING
1557633859118,70,ACQUIRING
1557633860129,70,ACQUIRING
1557633861125,70,ACQUIRING
1557633862122,70,ACQUIRING
1557633863101,70,ACQUIRING
1557633864114,70,ACQUIRING
1557633865110,70,ACQUIRING
1557633866109,70,ACQUIRING
1557633867102,70,ACQUIRING
1557633868083,70,ACQUIRING
1557633869093,70,ACQUIRING
1557633870091,70,ACQUIRING
1557633871070,70,ACQUIRING
1557633872067,70,ACQUIRING
1557633873079,70,ACQUIRING
1557633874079,70,ACQUIRING
1557633875055,70,ACQUIRING
1557633876060,70,ACQUIRING
1557633877064,70,ACQUIRING
1557633878059,70,ACQUIRING
1557633879054,70,ACQUIRING
1557633880052,70,ACQUIRING
1557633881047,70,ACQUIRING
1557633882046,70,ACQUIRING
1557633883039,70,ACQUIRING
1557633884036,70,ACQUIRING
1557633885032,70,ACQUIRING
1557633886030,70,ACQUIRING
1557633852146,70,ACQUIRING
1557633853172,70,ACQUIRING
1557633854153,70,ACQUIRING
1557633855149,70,ACQUIRING
1557633856146,70,ACQUIRING
1557633857141,70,ACQUIRING
1557633858151,70,ACQUIRING
1557633859118,70,ACQUIRING
1557633860129,70,ACQUIRING
1557633861125,70,ACQUIRING
1557633862122,70,ACQUIRING
1557633863101,70,ACQUIRING
1557633864114,70,ACQUIRING
1557633865110,70,ACQUIRING
1557633866109,70,ACQUIRING
1557633867102,70,ACQUIRING
1557633868083,70,ACQUIRING
1557633869093,70,ACQUIRING
1557633870091,70,ACQUIRING
1557633871070,70,ACQUIRING
1557633872067,70,ACQUIRING
1557633873079,70,ACQUIRING
1557633874079,70,ACQUIRING
1557633875055,70,ACQUIRING
1557633876060,70,ACQUIRING
1557633877064,70,ACQUIRING
1557633878059,70,ACQUIRING
1557633879054,70,ACQUIRING
1557633880052,70,ACQUIRING
1557633881047,70,ACQUIRING
1557633882046,70,ACQUIRING
1557633883039,70,ACQUIRING
1557633884036,70,ACQUIRING
1557633885032,70,ACQUIRING
1557633886030,70,ACQUIRING
1557633852146,70,ACQUIRING
1557633853172,70,ACQUIRING
1557633854153,70,ACQUIRING
1557633855149,70,ACQUIRING
1557633856146,70,ACQUIRING
1557633857141,70,ACQUIRING
1557633858151,70,ACQUIRING
1557633859118,70,ACQUIRING
1557633860129,70,ACQUIRING
1557633861125,70,ACQUIRING
1557633862122,70,ACQUIRING
1557633863101,70,ACQUIRING
1557633864114,70,ACQUIRING
1557633865110,70,ACQUIRING
1557633866109,70,ACQUIRING
1557633867102,70,ACQUIRING
1557633868083,70,ACQUIRING
1557633869093,70,ACQUIRING
1557633870091,70,ACQUIRING
1557633871070,70,ACQUIRING
1557633872067,70,ACQUIRING
1557633873079,70,ACQUIRING
1557633874079,70,ACQUIRING
1557633875055,70,ACQUIRING
1557633876060,70,ACQUIRING
1557633877064,70,ACQUIRING
1557633878059,70,ACQUIRING
1557633879054,70,ACQUIRING
1557633880052,70,ACQUIRING
1557633881047,70,ACQUIRING
1557633882046,70,ACQUIRING
1557633883039,70,ACQUIRING
1557633884036,70,ACQUIRING
1557633885032,70,ACQUIRING
1557633886030,70,ACQUIRING
1557633852146,70,ACQUIRING
1557633853172,70,ACQUIRING
1557633854153,70,ACQUIRING
1557633855149,70,ACQUIRING
1557633856146,70,ACQUIRING
1557633857141,70,ACQUIRING
1557633858151,70,ACQUIRING
1557633859118,70,ACQUIRING
1557633860129,70,ACQUIRING
1557633861125,70,ACQUIRING
1557633862122,70,ACQUIRING
1557633863101,70,ACQUIRING
1557633864114,70,ACQUIRING
1557633865110,70,ACQUIRING
1557633866109,70,ACQUIRING
1557633867102,70,ACQUIRING
1557633868083,70,ACQUIRING
1557633869093,70,ACQUIRING
1557633870091,70,ACQUIRING
1557633871070,70,ACQUIRING
1557633872067,70,ACQUIRING
1557633873079,70,ACQUIRING
1557633874079,70,ACQUIRING
1557633875055,70,ACQUIRING
1557633876060,70,ACQUIRING
1557633877064,70,ACQUIRING
1557633878059,70,ACQUIRING
1557633879054,70,ACQUIRING
1557633880052,70,ACQUIRING
1557633881047,70,ACQUIRING
1557633882046,70,ACQUIRING
1557633883039,70,ACQUIRING
1557633884036,70,ACQUIRING
1557633885032,70,ACQUIRING
1557633886030,70,ACQUIRING
1557633852146,70,ACQUIRING
1557633853172,70,ACQUIRING
1557633854153,70,ACQUIRING
1557633855149,70,ACQUIRING
1557633856146,70,ACQUIRING
1557633857141,70,ACQUIRING
1557633858151,70,ACQUIRING
1557633859118,70,ACQUIRING
1557633860129,70,ACQUIRING
1557633861125,70,ACQUIRING
1557633862122,70,ACQUIRING
1557633863101,70,ACQUIRING
1557633864114,70,ACQUIRING
1557633865110,70,ACQUIRING
1557633866109,70,ACQUIRING
1557633867102,70,ACQUIRING
1557633868083,70,ACQUIRING
1557633869093,70,ACQUIRING
1557633870091,70,ACQUIRING
1557633871070,70,ACQUIRING
1557633872067,70,ACQUIRING
1557633873079,70,ACQUIRING
1557633874079,70,ACQUIRING
1557633875055,70,ACQUIRING
1557633876060,70,ACQUIRING
1557633877064,70,ACQUIRING
1557633878059,70,ACQUIRING
1557633879054,70,ACQUIRING
1557633880052,70,ACQUIRING
1557633881047,70,ACQUIRING
1557633882046,70,ACQUIRING
1557633883039,70,ACQUIRING
1557633884036,70,ACQUIRING
1557633885032,70,ACQUIRING
1557633886030,70,ACQUIRING
1557633887025,70,ACQUIRING
1557633888020,70,ACQUIRING
1557633889017,70,ACQUIRING
1557633889997,70,ACQUIRING
