timestamp,BPM,Quality
1557449122297,70,ACQUIRING
1557449123297,70,ACQUIRING
1557449124297,70,ACQUIRING
1557449125339,70,ACQUIRING
1557449126275,70,ACQUIRING
1557449127272,70,ACQUIRING
1557449128272,70,ACQUIRING
1557449129272,70,ACQUIRING
1557449130264,70,ACQUIRING
1557449131278,70,ACQUIRING
1557449132247,70,ACQUIRING
1557449133253,70,ACQUIRING
1557449134248,70,ACQUIRING
1557449135249,70,ACQUIRING
1557449136253,70,ACQUIRING
1557449137248,70,ACQUIRING
1557449138224,70,ACQUIRING
1557449139223,70,ACQUIRING
1557449140223,70,ACQUIRING
1557449141223,70,ACQUIRING
1557449142222,70,ACQUIRING
1557449143223,69,LOCKED
1557449144252,68,LOCKED
1557449145199,68,LOCKED
1557449146198,67,LOCKED
1557449147197,67,LOCKED
1557449148197,66,LOCKED
1557449149197,66,LOCKED
1557449150198,66,LOCKED
1557449151174,67,LOCKED
1557449152187,67,LOCKED
1557449153173,68,LOCKED
1557449154173,68,LOCKED
1557449155181,69,LOCKED
1557449156173,69,LOCKED
1557449157172,70,LOCKED
1557449158155,70,LOCKED
1557449159148,70,LOCKED
1557449160147,70,LOCKED
1557449161148,70,LOCKED
1557449162147,70,LOCKED
1557449163147,70,LOCKED
1557449164129,71,LOCKED
1557449165127,71,LOCKED
1557449166123,72,LOCKED
1557449167123,75,LOCKED
1557449168122,76,LOCKED
1557449169122,75,LOCKED
1557449170096,75,LOCKED
1557449171097,75,LOCKED
1557449172097,75,LOCKED
1557449173098,75,LOCKED
1557449174098,73,LOCKED
1557449175100,73,LOCKED
1557449176078,73,LOCKED
1557449177078,73,LOCKED
1557449178073,73,LOCKED
1557449179073,73,LOCKED
1557449180109,74,LOCKED
1557449181085,73,LOCKED
1557449182073,73,LOCKED
1557449183055,74,LOCKED
1557449184053,74,LOCKED
1557449185048,74,LOCKED
1557449186048,74,LOCKED
1557449187048,74,LOCKED
1557449188048,74,LOCKED
1557449189048,74,LOCKED
1557449190023,74,LOCKED
1557449191049,74,LOCKED
1557449192023,74,LOCKED
1557449193021,74,LOCKED
1557449194021,74,LOCKED
1557449195054,74,LOCKED
1557449196051,74,LOCKED
1557449197040,74,LOCKED
1557449198050,74,LOCKED
1557449198984,74,LOCKED
1557449200045,73,LOCKED
1557449201050,74,LOCKED
1557449201975,73,LOCKED
1557449202972,73,LOCKED
1557449203971,74,LOCKED
1557449204974,75,LOCKED
1557449206034,75,LOCKED
1557449206973,75,LOCKED
1557449207954,77,LOCKED
1557449208946,78,LOCKED
1557449209961,78,LOCKED
1557449210965,78,LOCKED
1557449211944,78,LOCKED
1557449212947,78,LOCKED
1557449213923,78,LOCKED
1557449214939,79,LOCKED
1557449215969,79,LOCKED
1557449216922,78,LOCKED
1557449217921,77,LOCKED
1557449218922,77,LOCKED
1557449219923,77,LOCKED
1557449220966,76,LOCKED
1557449221897,76,LOCKED
1557449222896,76,LOCKED
1557449223896,76,LOCKED
1557449224897,75,LOCKED
1557449225952,76,LOCKED
1557449226874,76,LOCKED
1557449227878,75,LOCKED
1557449228871,76,LOCKED
1557449229874,76,LOCKED
1557449230950,76,LOCKED
1557449231872,76,LOCKED
1557449232876,76,LOCKED
1557449233850,76,LOCKED
1557449234848,77,LOCKED
1557449235879,77,LOCKED
1557449236853,77,LOCKED
1557449237849,78,LOCKED
1557449238847,77,LOCKED
1557449239848,78,LOCKED
1557449240849,79,LOCKED
1557449241824,79,LOCKED
1557449242824,79,LOCKED
1557449243823,80,LOCKED
1557449244821,79,LOCKED
1557449245846,79,LOCKED
1557449246796,78,LOCKED
1557449247797,77,LOCKED
1557449248802,78,LOCKED
1557449249796,78,LOCKED
1557449250836,78,LOCKED
1557449251798,78,LOCKED
1557449252773,79,LOCKED
1557449253772,79,LOCKED
1557449254773,79,LOCKED
1557449255842,80,LOCKED
1557449256773,80,LOCKED
1557449257779,79,LOCKED
1557449258771,79,LOCKED
1557449259746,79,LOCKED
1557449260843,79,LOCKED
1557449261747,79,LOCKED
1557449262746,80,LOCKED
1557449263783,80,LOCKED
1557449264724,79,LOCKED
1557449265722,79,LOCKED
1557449266724,79,LOCKED
1557449267723,79,LOCKED
1557449268723,79,LOCKED
1557449269725,80,LOCKED
1557449270723,79,LOCKED
1557449271723,79,LOCKED
1557449272698,79,LOCKED
1557449273716,79,LOCKED
1557449274698,79,LOCKED
1557449275698,79,LOCKED
1557449276698,79,LOCKED
1557449277715,79,LOCKED
1557449278672,79,LOCKED
1557449279676,84,LOCKED
1557449280673,84,LOCKED
1557449281673,84,LOCKED
1557449282673,84,LOCKED
1557449283671,84,LOCKED
1557449284669,84,LOCKED
1557449285653,89,LOCKED
1557449286647,89,LOCKED
1557449287648,89,LOCKED
1557449288653,89,LOCKED
1557449289656,89,LOCKED
1557449290646,94,LOCKED
1557449291626,94,LOCKED
1557449292626,94,LOCKED
1557449293636,94,LOCKED
1557449294624,99,LOCKED
1557449295637,99,LOCKED
1557449296622,97,LOCKED
1557449297604,95,LOCKED
1557449298597,93,LOCKED
1557449299599,89,LOCKED
1557449300598,91,LOCKED
1557449301609,91,LOCKED
1557449302597,92,LOCKED
1557449303578,94,LOCKED
1557449304595,95,LOCKED
1557449305580,96,LOCKED
1557449306578,95,LOCKED
1557449307573,96,LOCKED
1557449308573,96,LOCKED
1557449309553,95,LOCKED
1557449310547,94,LOCKED
1557449311547,94,LOCKED
1557449312547,94,LOCKED
1557449313555,94,LOCKED
1557449314547,95,LOCKED
1557449315526,96,LOCKED
1557449316523,96,LOCKED
1557449317523,95,LOCKED
1557449318524,94,LOCKED
1557449319527,94,LOCKED
1557449320523,94,LOCKED
1557449321522,92,LOCKED
1557449322515,91,LOCKED
1557449323500,90,LOCKED
1557449324496,89,LOCKED
1557449325503,89,LOCKED
1557449326497,88,LOCKED
1557449327497,88,LOCKED
1557449328475,88,LOCKED
1557449329472,86,LOCKED
1557449330472,86,LOCKED
1557449331475,85,LOCKED
1557449332472,83,LOCKED
1557449333473,84,LOCKED
1557449334472,85,LOCKED
1557449335447,84,LOCKED
1557449336446,85,LOCKED
1557449337447,85,LOCKED
1557449338447,84,LOCKED
1557449339448,84,LOCKED
1557449340434,85,LOCKED
1557449341447,84,LOCKED
1557449342424,84,LOCKED
1557449343423,85,LOCKED
1557449344422,85,LOCKED
1557449345421,85,LOCKED
1557449346421,86,LOCKED
1557449347400,87,LOCKED
1557449348404,87,LOCKED
1557449349400,87,LOCKED
1557449350402,88,LOCKED
1557449351397,88,LOCKED
1557449352397,89,LOCKED
