timestamp,BPM,Quality
1557278021050,70,ACQUIRING
1557278022115,70,ACQUIRING
1557278023121,70,ACQUIRING
1557278024027,70,ACQUIRING
1557278025237,70,ACQUIRING
1557278026046,70,ACQUIRING
1557278027020,70,ACQUIRING
1557278028020,70,ACQUIRING
1557278029004,70,ACQUIRING
1557278030007,70,ACQUIRING
1557278031001,70,ACQUIRING
1557278031987,70,ACQUIRING
1557278033002,70,ACQUIRING
1557278033999,70,ACQUIRING
1557278034984,70,ACQUIRING
1557278036009,70,ACQUIRING
1557278036962,70,ACQUIRING
1557278037958,70,ACQUIRING
1557278038955,70,ACQUIRING
1557278039950,70,ACQUIRING
1557278040947,70,ACQUIRING
1557278041985,70,ACQUIRING
1557278042969,70,ACQUIRING
1557278043955,70,ACQUIRING
1557278044961,70,ACQUIRING
1557278045933,70,ACQUIRING
1557278046923,70,ACQUIRING
1557278047942,70,ACQUIRING
1557278048963,70,ACQUIRING
1557278049912,70,ACQUIRING
1557278050914,70,ACQUIRING
1557278051981,70,ACQUIRING
1557278052911,70,ACQUIRING
1557278053932,70,ACQUIRING
1557278054944,70,ACQUIRING
1557278055921,70,LOCKED
1557278056892,70,LOCKED
1557278057916,70,LOCKED
1557278058891,70,LOCKED
1557278059886,70,LOCKED
1557278060890,70,LOCKED
1557278061879,70,LOCKED
1557278062869,71,LOCKED
1557278063872,71,LOCKED
1557278064873,72,LOCKED
1557278065851,71,LOCKED
1557278066914,72,LOCKED
1557278067867,72,LOCKED
1557278068862,72,LOCKED
1557278069854,71,LOCKED
1557278070828,71,LOCKED
1557278071824,67,LOCKED
1557278072821,67,LOCKED
1557278073817,66,LOCKED
1557278074813,66,LOCKED
1557278075808,67,LOCKED
1557278076818,67,LOCKED
1557278077827,66,LOCKED
1557278078860,67,LOCKED
1557278079829,66,LOCKED
1557278080804,67,LOCKED
1557278081814,67,LOCKED
1557278082809,68,LOCKED
1557278083787,67,LOCKED
1557278084790,70,LOCKED
1557278085777,69,LOCKED
1557278086812,69,LOCKED
1557278087770,69,LOCKED
1557278088759,69,LOCKED
1557278089760,68,LOCKED
1557278090775,67,LOCKED
1557278091809,66,LOCKED
1557278092753,65,LOCKED
1557278093740,65,LOCKED
1557278094779,65,LOCKED
1557278095755,64,LOCKED
1557278096788,64,LOCKED
1557278097738,64,LOCKED
1557278098724,64,LOCKED
1557278099721,64,LOCKED
1557278100738,64,LOCKED
1557278101718,64,LOCKED
1557278102715,64,LOCKED
1557278103721,64,LOCKED
1557278104723,64,LOCKED
1557278105711,65,LOCKED
1557278106688,65,LOCKED
1557278107685,64,LOCKED
1557278108680,64,LOCKED
1557278109677,64,LOCKED
1557278110673,64,LOCKED
1557278111678,64,LOCKED
1557278112678,64,LOCKED
1557278113673,64,LOCKED
1557278114660,63,LOCKED
1557278115831,64,LOCKED
1557278116677,63,LOCKED
1557278117662,63,LOCKED
1557278118722,64,LOCKED
1557278119709,67,LOCKED
1557278120660,67,LOCKED
1557278121631,67,LOCKED
1557278122640,68,LOCKED
1557278123621,68,LOCKED
1557278124617,68,LOCKED
1557278125614,68,LOCKED
1557278126631,69,LOCKED
1557278127617,69,LOCKED
1557278128626,70,LOCKED
1557278129618,70,LOCKED
1557278130594,71,LOCKED
1557278131590,71,LOCKED
1557278132603,72,LOCKED
1557278133616,71,LOCKED
1557278134591,72,LOCKED
1557278135601,71,LOCKED
1557278136610,71,LOCKED
1557278137586,70,LOCKED
1557278138576,70,LOCKED
1557278139577,70,LOCKED
1557278140563,69,LOCKED
1557278141561,69,LOCKED
1557278142584,69,LOCKED
1557278143584,68,LOCKED
1557278144561,69,LOCKED
1557278145609,70,LOCKED
1557278146531,70,LOCKED
1557278147528,71,LOCKED
1557278148524,71,LOCKED
1557278149526,71,LOCKED
1557278150516,71,LOCKED
1557278151529,71,LOCKED
1557278152525,70,ACQUIRING
1557278153513,70,ACQUIRING
1557278154502,70,ACQUIRING
1557278155530,70,ACQUIRING
1557278156504,70,ACQUIRING
1557278157489,70,ACQUIRING
1557278158514,70,ACQUIRING
1557278159500,70,ACQUIRING
1557278160714,70,ACQUIRING
1557278161524,70,ACQUIRING
1557278162491,70,ACQUIRING
1557278163478,70,ACQUIRING
1557278164510,70,ACQUIRING
1557278165506,70,ACQUIRING
1557278166515,70,ACQUIRING
1557278167459,70,ACQUIRING
1557278168455,70,LOCKED
1557278169442,68,LOCKED
1557278170520,67,LOCKED
1557278171434,67,LOCKED
1557278172461,67,LOCKED
1557278173437,68,LOCKED
1557278174437,68,LOCKED
1557278175455,70,LOCKED
1557278176428,70,LOCKED
1557278177424,71,LOCKED
1557278178417,71,LOCKED
1557278179424,72,LOCKED
1557278180729,72,LOCKED
1557278181412,74,LOCKED
1557278182394,75,LOCKED
1557278183396,74,LOCKED
1557278184390,74,LOCKED
1557278185396,75,LOCKED
1557278186375,75,LOCKED
